# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	278901	279908	+	ABQ97779.1			Holliday junction DNA helicase RuvB			CGSHiEE_01495	1008	335	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	279960	280247	-					ruvB		CGSHiEE_01500	288		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	279960	280247	-	ABQ97780.1			Holliday junction DNA helicase B	ruvB		CGSHiEE_01500	288	95	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	280420	281313	-					xerD		CGSHiEE_01505	894		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	280420	281313	-	ABQ97781.1			site-specific tyrosine recombinase XerD	xerD		CGSHiEE_01505	894	297	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	281344	282510	-							CGSHiEE_01510	1167		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	281344	282510	-	ABQ97782.1			predicted 3-phenylpropionic transporter			CGSHiEE_01510	1167	388	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	282510	283325	-							CGSHiEE_01515	816		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	282510	283325	-	ABQ97783.1			pyrroline-5-carboxylate reductase			CGSHiEE_01515	816	271	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	283391	284299	+					rdgC		CGSHiEE_01520	909		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	283391	284299	+	ABQ97784.1			recombination associated protein	rdgC		CGSHiEE_01520	909	302	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	284349	284768	-							CGSHiEE_01525	420		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	284349	284768	-	ABQ97785.1			Holliday junction resolvase-like protein			CGSHiEE_01525	420	139	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	284768	285328	-							CGSHiEE_01530	561		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	284768	285328	-	ABQ97786.1			hypothetical protein			CGSHiEE_01530	561	186	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	285325	286062	-							CGSHiEE_01535	738		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	285325	286062	-	ABQ97787.1			hypothetical protein			CGSHiEE_01535	738	245	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	286112	287680	-							CGSHiEE_01540	1569		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	286112	287680	-	ABQ97788.1			apolipoprotein N-acyltransferase			CGSHiEE_01540	1569	522	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	287664	288563	-					lnt		CGSHiEE_01545	900		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	287664	288563	-	ABQ97789.1			apolipoprotein N-acyltransferase	lnt		CGSHiEE_01545	900	299	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	289186	289746	-							CGSHiEE_01550	561		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	289186	289746	-	ABQ97790.1			AmpD			CGSHiEE_01550	561	186	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	289860	290000	+							CGSHiEE_01555	141		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	289860	290000	+	ABQ97791.1			hypothetical protein			CGSHiEE_01555	141	46	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	290035	290310	+							CGSHiEE_01560	276		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	290035	290310	+	ABQ97792.1			Type IV pilin subunit protein			CGSHiEE_01560	276	91	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	290307	291704	+							CGSHiEE_01565	1398		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	290307	291704	+	ABQ97793.1			putative type IV pilin secretion protein			CGSHiEE_01565	1398	465	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	291701	292918	+							CGSHiEE_01570	1218		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	291701	292918	+	ABQ97794.1			putative type IV pilin secretion protein			CGSHiEE_01570	1218	405	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	292915	293523	+							CGSHiEE_01575	609		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	292915	293523	+	ABQ97795.1			N-acetyl-anhydromuranmyl-L-alanine amidase			CGSHiEE_01575	609	202	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	293662	294924	-					rho		CGSHiEE_01580	1263		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	293662	294924	-	ABQ97796.1			transcription termination factor Rho	rho		CGSHiEE_01580	1263	420	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	295174	295491	+							CGSHiEE_01585	318		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	295174	295491	+	ABQ97797.1			transcriptional repressor protein MetJ			CGSHiEE_01585	318	105	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	295505	295891	-							CGSHiEE_01590	387		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	295505	295891	-	ABQ97798.1			transcriptional regulator MerR family protein			CGSHiEE_01590	387	128	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	295968	296174	+							CGSHiEE_01595	207		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	295968	296174	+	ABQ97799.1			mercuric ion scavenger protein			CGSHiEE_01595	207	68	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	296260	296466	+							CGSHiEE_01600	207		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	296260	296466	+	ABQ97800.1			mercuric ion scavenger protein			CGSHiEE_01600	207	68	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	296552	296758	+							CGSHiEE_01605	207		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	296552	296758	+	ABQ97801.1			mercuric ion scavenger protein			CGSHiEE_01605	207	68	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	296733	298901	+							CGSHiEE_01610	2169		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	296733	298901	+	ABQ97802.1			probable cation-transporting ATPase			CGSHiEE_01610	2169	722	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	299124	300362	+							CGSHiEE_01615	1239		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	299124	300362	+	ABQ97803.1			serine transporter			CGSHiEE_01615	1239	412	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	300396	301763	+							CGSHiEE_01620	1368		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	300396	301763	+	ABQ97804.1			L-serine deaminase			CGSHiEE_01620	1368	455	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	301889	303145	-							CGSHiEE_01625	1257		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	301889	303145	-	ABQ97805.1			transcriptional repressor protein MetJ			CGSHiEE_01625	1257	418	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	303263	304477	-							CGSHiEE_01630	1215		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	303263	304477	-	ABQ97806.1			aspartate aminotransferase			CGSHiEE_01630	1215	404	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	304612	305904	+							CGSHiEE_01635	1293		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	304612	305904	+	ABQ97807.1			alanine aminotransferase			CGSHiEE_01635	1293	430	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	305919	307625	+							CGSHiEE_01640	1707		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	305919	307625	+	ABQ97808.1			2-oxoglutarate decarboxylase			CGSHiEE_01640	1707	568	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	307686	308429	+							CGSHiEE_01645	744		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	307686	308429	+	ABQ97809.1			hypothetical protein			CGSHiEE_01645	744	247	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	308485	309801	+							CGSHiEE_01650	1317		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	308485	309801	+	ABQ97810.1			acyl-CoA thioester hydrolase YfbB			CGSHiEE_01650	1317	438	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	310030	310788	-							CGSHiEE_01655	759		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	310030	310788	-	ABQ97811.1			uridine phosphorylase			CGSHiEE_01655	759	252	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	311021	311587	+							CGSHiEE_01660	567		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	311021	311587	+	ABQ97812.1			uridine phosphorylase			CGSHiEE_01660	567	188	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	311687	312169	+							CGSHiEE_01665	483		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	311687	312169	+	ABQ97813.1			hypothetical protein			CGSHiEE_01665	483	160	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	312166	312975	+							CGSHiEE_01670	810		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	312166	312975	+	ABQ97814.1			ribonuclease BN			CGSHiEE_01670	810	269	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	312995	314650	-					rbn		CGSHiEE_01675	1656		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	312995	314650	-	ABQ97815.1			ribonuclease BN	rbn		CGSHiEE_01675	1656	551	
gene	tRNA	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	314773	314848	-							CGSHiEE_t09350	76		
tRNA		GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	314773	314848	-				tRNA-Val			CGSHiEE_t09350	76		
gene	tRNA	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	314901	314976	-							CGSHiEE_t09352	76		
tRNA		GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	314901	314976	-				tRNA-Val			CGSHiEE_t09352	76		
gene	tRNA	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	315035	315110	-							CGSHiEE_t09354	76		
tRNA		GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	315035	315110	-				tRNA-Val			CGSHiEE_t09354	76		
gene	tRNA	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	315154	315229	-							CGSHiEE_t09356	76		
tRNA		GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	315154	315229	-				tRNA-Val			CGSHiEE_t09356	76		
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	315400	316842	+					gltX		CGSHiEE_01680	1443		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	315400	316842	+	ABQ97816.1			glutamyl-tRNA synthetase	gltX		CGSHiEE_01680	1443	480	
gene	tRNA	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	316923	316998	+							CGSHiEE_t09358	76		
tRNA		GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	316923	316998	+				tRNA-Ala			CGSHiEE_t09358	76		
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	317143	317859	+					rph		CGSHiEE_01685	717		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	317143	317859	+	ABQ97817.1			ribonuclease PH	rph		CGSHiEE_01685	717	238	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	317883	318524	+					pyrE		CGSHiEE_01690	642		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	317883	318524	+	ABQ97818.1			orotate phosphoribosyltransferase	pyrE		CGSHiEE_01690	642	213	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	318603	319469	+							CGSHiEE_01695	867		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	318603	319469	+	ABQ97819.1			DnaJ-like membrane chaperone protein			CGSHiEE_01695	867	288	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	319469	320401	+					djlA		CGSHiEE_01700	933		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	319469	320401	+	ABQ97820.1			DnaJ-like membrane chaperone protein	djlA		CGSHiEE_01700	933	310	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	320441	321286	-							CGSHiEE_01705	846		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	320441	321286	-	ABQ97821.1			RNA polymerase sigma factor			CGSHiEE_01705	846	281	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	321424	321735	-							CGSHiEE_01710	312		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	321424	321735	-	ABQ97822.1			RNA polymerase factor sigma-32			CGSHiEE_01710	312	103	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	321759	322784	-					murB		CGSHiEE_01715	1026		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	321759	322784	-	ABQ97823.1			UDP-N-acetylenolpyruvoylglucosamine reductase	murB		CGSHiEE_01715	1026	341	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	322794	324497	-							CGSHiEE_01720	1704		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	322794	324497	-	ABQ97824.1			sensory histidine kinase in two-component regulatory system with NarP (NarL)			CGSHiEE_01720	1704	567	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	324539	325138	-							CGSHiEE_01725	600		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	324539	325138	-	ABQ97825.1			hypothetical protein			CGSHiEE_01725	600	199	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	325221	325577	+							CGSHiEE_01730	357		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	325221	325577	+	ABQ97826.1			dihydroneopterin aldolase			CGSHiEE_01730	357	118	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	325673	328411	-							CGSHiEE_01735	2739		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	325673	328411	-	ABQ97827.1			heme/hemopexin-binding protein A			CGSHiEE_01735	2739	912	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	328423	330111	-							CGSHiEE_01740	1689		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	328423	330111	-	ABQ97828.1			heme/hemopexin-binding protein B			CGSHiEE_01740	1689	562	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	330193	332355	-							CGSHiEE_01745	2163		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	330193	332355	-	ABQ97829.1			heme-hemopexin utilization protein C			CGSHiEE_01745	2163	720	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	333797	334522	+							CGSHiEE_01760	726		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	333797	334522	+	ABQ97830.1			3-deoxy-D-manno-octulosonic-acid kinase			CGSHiEE_01760	726	241	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	334534	335121	+							CGSHiEE_01765	588		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	334534	335121	+	ABQ97831.1			putative deoxyribonucleotide triphosphate pyrophosphatase			CGSHiEE_01765	588	195	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	335179	336018	+							CGSHiEE_01770	840		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	335179	336018	+	ABQ97832.1			UDP-galactose--lipooligosaccharide galactosyltransferase			CGSHiEE_01770	840	279	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	336011	336133	+							CGSHiEE_01775	123		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	336011	336133	+	ABQ97833.1			hypothetical protein			CGSHiEE_01775	123	40	
gene	tRNA	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	336292	336381	+							CGSHiEE_t09360	90		
tRNA		GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	336292	336381	+				tRNA-Ser			CGSHiEE_t09360	90		
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	336544	336867	-							CGSHiEE_01780	324		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	336544	336867	-	ABQ97834.1			hypothetical protein			CGSHiEE_01780	324	107	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	337040	337672	-							CGSHiEE_01785	633		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	337040	337672	-	ABQ97835.1			putative deoxyribonucleotide triphosphate pyrophosphatase			CGSHiEE_01785	633	210	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	337798	338694	-							CGSHiEE_01790	897		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	337798	338694	-	ABQ97836.1			dihydrodipicolinate synthase			CGSHiEE_01790	897	298	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	338795	339262	+							CGSHiEE_01795	468		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	338795	339262	+	ABQ97837.1			bacterioferritin comigratory protein			CGSHiEE_01795	468	155	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	339405	339857	+							CGSHiEE_01800	453		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	339405	339857	+	ABQ97838.1			transport protein ExbB			CGSHiEE_01800	453	150	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	339861	340304	+							CGSHiEE_01805	444		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	339861	340304	+	ABQ97839.1			biopolymer transport protein			CGSHiEE_01805	444	147	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	340314	341105	+					bcp		CGSHiEE_01810	792		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	340314	341105	+	ABQ97840.1			thioredoxin-dependent thiol peroxidase	bcp		CGSHiEE_01810	792	263	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	341291	341797	-							CGSHiEE_01815	507		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	341291	341797	-	ABQ97841.1			single-strand DNA-binding protein			CGSHiEE_01815	507	168	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	349563	350009	+					uvrA		CGSHiEE_01845	447		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	349563	350009	+	ABQ97842.1			excinuclease ABC subunit A	uvrA		CGSHiEE_01845	447	148	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	350133	351224	+					queA		CGSHiEE_01850	1092		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	350133	351224	+	ABQ97843.1			S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA		CGSHiEE_01850	1092	363	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	351569	352717	+							CGSHiEE_01855	1149		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	351569	352717	+	ABQ97844.1			queuine tRNA-ribosyltransferase			CGSHiEE_01855	1149	382	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	352782	353300	+							CGSHiEE_01860	519		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	352782	353300	+	ABQ97845.1			hypothetical protein			CGSHiEE_01860	519	172	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	353297	353518	+					tgt		CGSHiEE_01865	222		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	353297	353518	+	ABQ97846.1			queuine tRNA-ribosyltransferase	tgt		CGSHiEE_01865	222	73	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	353626	353919	+					yajC		CGSHiEE_01870	294		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	353626	353919	+	ABQ97847.1			preprotein translocase subunit YajC	yajC		CGSHiEE_01870	294	97	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	355849	356823	+							CGSHiEE_01885	975		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	355849	356823	+	ABQ97848.1			protein export protein SecF			CGSHiEE_01885	975	324	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	356939	357988	-							CGSHiEE_01890	1050		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	356939	357988	-	ABQ97849.1			hypothetical protein			CGSHiEE_01890	1050	349	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	358066	358416	+							CGSHiEE_01895	351		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	358066	358416	+	ABQ97850.1			putative arsenate reductase			CGSHiEE_01895	351	116	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	358484	358729	+							CGSHiEE_01900	246		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	358484	358729	+	ABQ97851.1			hypothetical protein			CGSHiEE_01900	246	81	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	358749	359045	+							CGSHiEE_01905	297		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	358749	359045	+	ABQ97852.1			hypothetical protein			CGSHiEE_01905	297	98	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	359178	359330	-							CGSHiEE_01910	153		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	359178	359330	-	ABQ97853.1			hypothetical protein			CGSHiEE_01910	153	50	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	359335	360783	-							CGSHiEE_01915	1449		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	359335	360783	-	ABQ97854.1			predicted soluble lytic transglycosylase fused to an ABC-type amino acid-binding protein			CGSHiEE_01915	1449	482	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	360901	362742	-					secF		CGSHiEE_01920	1842		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	360901	362742	-	ABQ97855.1			preprotein translocase subunit SecF	secF		CGSHiEE_01920	1842	613	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	362921	363754	-							CGSHiEE_01925	834		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	362921	363754	-	ABQ97856.1			lipoprotein NlpI			CGSHiEE_01925	834	277	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	363935	366064	-							CGSHiEE_01930	2130		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	363935	366064	-	ABQ97857.1			polyribonucleotide nucleotidyltransferase			CGSHiEE_01930	2130	709	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	366420	366938	+							CGSHiEE_01935	519		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	366420	366938	+	ABQ97858.1			hypothetical protein			CGSHiEE_01935	519	172	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	367014	367481	+							CGSHiEE_01940	468		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	367014	367481	+	ABQ97859.1			hypothetical protein			CGSHiEE_01940	468	155	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	367589	368932	-							CGSHiEE_01945	1344		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	367589	368932	-	ABQ97860.1			branched-chain amino acid transport system II carrier protein			CGSHiEE_01945	1344	447	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	369087	370289	+							CGSHiEE_01950	1203		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	369087	370289	+	ABQ97861.1			Na(+)/H(+) antiporter 1			CGSHiEE_01950	1203	400	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	370328	370789	-							CGSHiEE_01955	462		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	370328	370789	-	ABQ97862.1			putative transcriptional regulator			CGSHiEE_01955	462	153	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	370909	371799	+							CGSHiEE_01960	891		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	370909	371799	+	ABQ97863.1			polynucleotide phosphorylase/polyadenylase			CGSHiEE_01960	891	296	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	371861	373432	-					guaA		CGSHiEE_01965	1572		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	371861	373432	-	ABQ97864.1			bifunctional GMP synthase/glutamine amidotransferase protein	guaA		CGSHiEE_01965	1572	523	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	373542	375008	-							CGSHiEE_01970	1467		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	373542	375008	-	ABQ97865.1			inositol-5-monophosphate dehydrogenase			CGSHiEE_01970	1467	488	
gene	protein_coding	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	375138	376043	+							CGSHiEE_01975	906		
CDS	with_protein	GCA_000016465.1	Primary Assembly	chromosome		CP000671.1	375138	376043	+	ABQ97866.1			biotin--protein ligase			CGSHiEE_01975	906	301	
