# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2153588	2153743	-					F48B9.9	13219492	CELE_F48B9.9	156		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2153588	2153743	-	NR_070452.1			Unclassified non-coding RNA F48B9.9	F48B9.9	13219492	CELE_F48B9.9	156	156	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2153588	2153730	+					F48B9.12	13219493	CELE_F48B9.12	143		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2153588	2153730	+	NR_070453.1			Unclassified non-coding RNA F48B9.12	F48B9.12	13219493	CELE_F48B9.12	143	143	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2155659	2155798	+					F48B9.11	13219494	CELE_F48B9.11	140		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2155659	2155798	+	NR_070454.1			Unclassified non-coding RNA F48B9.11	F48B9.11	13219494	CELE_F48B9.11	140	140	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2163384	2164069	+					pdf-2	185966	CELE_F48B9.4	686		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2163384	2164069	+	NM_075996.3		NP_508397.2	PDF (arthropod Pigment Dispersing Factor) homolog	pdf-2	185966	CELE_F48B9.4	572	572	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2163384	2163767	+	NP_508397.2		NM_075996.3	PDF (arthropod Pigment Dispersing Factor) homolog	pdf-2	185966	CELE_F48B9.4	270	89	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2165051	2174040	+					F48B9.3	185965	CELE_F48B9.3	8990		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2165051	2174040	+	NM_075997.5		NP_508398.2	Uncharacterized protein	F48B9.3	185965	CELE_F48B9.3	1662	1662	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2165109	2173837	+	NP_508398.2		NM_075997.5	Uncharacterized protein	F48B9.3	185965	CELE_F48B9.3	1401	466	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2173890	2176411	-					F48B9.8	185970	CELE_F48B9.8	2522		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2173890	2176411	-	NM_076001.2		NP_508402.1	RDD domain-containing protein	F48B9.8	185970	CELE_F48B9.8	953	953	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2174029	2176389	-	NP_508402.1		NM_076001.2	RDD domain-containing protein	F48B9.8	185970	CELE_F48B9.8	792	263	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2180888	2185854	+					F48B9.1	185963	CELE_F48B9.1	4967		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2180888	2185854	+	NM_076002.3		NP_508403.2	Uncharacterized protein	F48B9.1	185963	CELE_F48B9.1	1483	1483	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2180898	2185854	+	NP_508403.2		NM_076002.3	Uncharacterized protein	F48B9.1	185963	CELE_F48B9.1	1473	490	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2192504	2195348	+					gap-1	180530	CELE_T24C12.2	2845		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2192504	2195348	+	NM_076003.1		NP_508404.1	Ras GTPase-activating protein gap-1	gap-1	180530	CELE_T24C12.2	1890	1890	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2192504	2195348	+	NP_508404.1		NM_076003.1	Ras GTPase-activating protein gap-1	gap-1	180530	CELE_T24C12.2	1890	629	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2196525	2203961	-					T24C12.3	180531	CELE_T24C12.3	7437		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2196525	2203961	-	NM_076004.7		NP_508405.2	PfkB domain-containing protein	T24C12.3	180531	CELE_T24C12.3	2157	2157	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2196604	2203839	-	NP_508405.2		NM_076004.7	PfkB domain-containing protein	T24C12.3	180531	CELE_T24C12.3	1956	651	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2199440	2201153	+					T24C12.1	188847	CELE_T24C12.1	1714		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2199440	2201153	+	NM_001373239.1		NP_001360054.1	Uncharacterized protein	T24C12.1	188847	CELE_T24C12.1	948	948	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2199461	2201153	+	NP_001360054.1		NM_001373239.1	Uncharacterized protein	T24C12.1	188847	CELE_T24C12.1	927	308	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2204045	2205063	-					T24C12.4	188848	CELE_T24C12.4	1019		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2204045	2205063	-	NM_076006.6		NP_508407.1	Uncharacterized protein	T24C12.4	188848	CELE_T24C12.4	853	853	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2204241	2205063	-	NP_508407.1		NM_076006.6	Uncharacterized protein	T24C12.4	188848	CELE_T24C12.4	657	218	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2206575	2206717	+					T14F9.21	13219503	CELE_T14F9.21	143		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2206575	2206717	+	NR_070455.1			Unclassified non-coding RNA T14F9.21	T14F9.21	13219503	CELE_T14F9.21	143	143	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2206581	2206723	-					T14F9.15	13219504	CELE_T14F9.15	143		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2206581	2206723	-	NR_070456.1			Unclassified non-coding RNA T14F9.15	T14F9.15	13219504	CELE_T14F9.15	143	143	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2210201	2210475	-					T14F9.17	13219505	CELE_T14F9.17	275		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2210201	2210475	-	NR_070457.1			Unclassified non-coding RNA T14F9.17	T14F9.17	13219505	CELE_T14F9.17	275	275	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2211051	2218988	+					peb-1	180532	CELE_T14F9.4	7938		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2211051	2218101	+	NM_001377612.2		NP_001364564.1	FLYWCH-type domain-containing protein	peb-1	180532	CELE_T14F9.4	1332	1332	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2211051	2218101	+	NP_001364564.1		NM_001377612.2	FLYWCH-type domain-containing protein	peb-1	180532	CELE_T14F9.4	1332	443	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2212242	2212532	-					T14F9.11	13219506	CELE_T14F9.11	291		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2212242	2212532	-	NR_070458.1			Unclassified non-coding RNA T14F9.11	T14F9.11	13219506	CELE_T14F9.11	291	291	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2213458	2213580	+					T14F9.6	13219507	CELE_T14F9.6	123		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2213458	2213580	+	NR_070459.1			Unclassified non-coding RNA T14F9.6	T14F9.6	13219507	CELE_T14F9.6	123	123	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2213636	2213841	+					T14F9.9	13219508	CELE_T14F9.9	206		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2213636	2213841	+	NR_070460.1			Unclassified non-coding RNA T14F9.9	T14F9.9	13219508	CELE_T14F9.9	206	206	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2213659	2214017	-					T14F9.10	13219509	CELE_T14F9.10	359		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2213659	2214017	-	NR_070461.1			Unclassified non-coding RNA T14F9.10	T14F9.10	13219509	CELE_T14F9.10	359	359	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2214235	2214582	-					T14F9.19	13219510	CELE_T14F9.19	348		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2214235	2214582	-	NR_070462.1			Unclassified non-coding RNA T14F9.19	T14F9.19	13219510	CELE_T14F9.19	348	348	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2214265	2214484	+					T14F9.18	13219511	CELE_T14F9.18	220		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2214265	2214484	+	NR_070463.1			Unclassified non-coding RNA T14F9.18	T14F9.18	13219511	CELE_T14F9.18	220	220	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2214806	2214991	+					T14F9.22	24104896	CELE_T14F9.22	186		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2214806	2214991	+	NR_102162.1			Unclassified non-coding RNA T14F9.22	T14F9.22	24104896	CELE_T14F9.22	186	186	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215230	2215446	+					T14F9.20	13219512	CELE_T14F9.20	217		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215230	2215446	+	NR_070464.1			Unclassified non-coding RNA T14F9.20	T14F9.20	13219512	CELE_T14F9.20	217	217	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215233	2215338	-					T14F9.16	13219513	CELE_T14F9.16	106		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215233	2215338	-	NR_070465.1			Unclassified non-coding RNA T14F9.16	T14F9.16	13219513	CELE_T14F9.16	106	106	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215630	2218988	+	NM_001029739.6		NP_001024910.1	FLYWCH-type domain-containing protein	peb-1	180532	CELE_T14F9.4	2174	2174	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215633	2218101	+	NP_001024910.1		NM_001029739.6	FLYWCH-type domain-containing protein	peb-1	180532	CELE_T14F9.4	1284	427	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215820	2215941	-					T14F9.12	13219515	CELE_T14F9.12	122		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2215820	2215941	-	NR_070466.1			Unclassified non-coding RNA T14F9.12	T14F9.12	13219515	CELE_T14F9.12	122	122	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2216639	2216901	-					T14F9.14	13219516	CELE_T14F9.14	263		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2216639	2216901	-	NR_070467.1			Unclassified non-coding RNA T14F9.14	T14F9.14	13219516	CELE_T14F9.14	263	263	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2217174	2218101	+	NM_001377613.2		NP_001364745.1	FLYWCH-type domain-containing protein	peb-1	180532	CELE_T14F9.4	819	819	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2217174	2218101	+	NP_001364745.1		NM_001377613.2	FLYWCH-type domain-containing protein	peb-1	180532	CELE_T14F9.4	819	272	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2219012	2219151	+					T14F9.7	13219517	CELE_T14F9.7	140		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2219012	2219151	+	NR_070468.2			Unclassified non-coding RNA T14F9.7	T14F9.7	13219517	CELE_T14F9.7	140	140	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2221150	2226620	+					hex-1	180533	CELE_T14F9.3	5471		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2221150	2226620	+	NM_076008.7		NP_508409.1	Beta-hexosaminidase A	hex-1	180533	CELE_T14F9.3	1891	1891	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2223487	2226512	+	NP_508409.1		NM_076008.7	Beta-hexosaminidase A	hex-1	180533	CELE_T14F9.3	1668	555	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2226844	2226987	-					T14F9.13	13219519	CELE_T14F9.13	144		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2226844	2226987	-	NR_070469.1			Unclassified non-coding RNA T14F9.13	T14F9.13	13219519	CELE_T14F9.13	144	144	
gene	tRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2227191	2227262	-					T14F9.t1	188501	CELE_T14F9.t1	72		
tRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2227191	2227262	-				tRNA-Asp	T14F9.t1	188501	CELE_T14F9.t1	72		
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2229055	2230122	-					lin-32	191703	CELE_T14F9.5	1068		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2229055	2230122	-	NM_076009.4		NP_508410.2	Protein lin-32	lin-32	191703	CELE_T14F9.5	619	619	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2229208	2230085	-	NP_508410.2		NM_076009.4	Protein lin-32	lin-32	191703	CELE_T14F9.5	429	142	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2231797	2231928	+					T14F9.8	13219522	CELE_T14F9.8	132		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2231797	2231928	+	NR_070470.1			Unclassified non-coding RNA T14F9.8	T14F9.8	13219522	CELE_T14F9.8	132	132	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2233918	2236708	+					T14F9.2	188500	CELE_T14F9.2	2791		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2233918	2236708	+	NM_076010.6		NP_508411.2	Uncharacterized protein	T14F9.2	188500	CELE_T14F9.2	1515	1515	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2234326	2236464	+	NP_508411.2		NM_076010.6	Uncharacterized protein	T14F9.2	188500	CELE_T14F9.2	1179	392	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2237911	2240255	+					vha-15	180534	CELE_T14F9.1	2345		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2237911	2240255	+	NM_076011.4		NP_508412.1	Probable V-type proton ATPase subunit H 2	vha-15	180534	CELE_T14F9.1	1767	1767	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2237913	2239903	+	NP_508412.1		NM_076011.4	Probable V-type proton ATPase subunit H 2	vha-15	180534	CELE_T14F9.1	1413	470	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2241738	2242618	-					rpl-11.2	180535	CELE_F07D10.1	881		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2241738	2242618	-	NM_076012.6		NP_508413.1	60S ribosomal protein L11-2	rpl-11.2	180535	CELE_F07D10.1	731	731	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2241876	2242616	-	NP_508413.1		NM_076012.6	60S ribosomal protein L11-2	rpl-11.2	180535	CELE_F07D10.1	591	196	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243115	2244467	+					AH9.7	13219527	CELE_AH9.7	1353		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243115	2244467	+	NR_102165.2			Unclassified non-coding RNA AH9.7	AH9.7	13219527	CELE_AH9.7	871	871	
gene	lncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243115	2243239	+					linc-78	25502965	CELE_AH9.8	125		
ncRNA	lncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243115	2243239	+	NR_102163.1			long non-coding RNA linc-78	linc-78	25502965	CELE_AH9.8	125	125	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243231	2247008	-					AH9.1	181810	CELE_AH9.1	3778		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243231	2247008	-	NM_076013.3		NP_508414.2	Probable G-protein coupled receptor AH9.1	AH9.1	181810	CELE_AH9.1	1607	1607	partial
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243483	2243586	-					AH9.9	24104101	CELE_AH9.9	104		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243483	2243586	-	NR_102164.1			Unclassified non-coding RNA AH9.9	AH9.9	24104101	CELE_AH9.9	104	104	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2243602	2247008	-	NP_508414.2		NM_076013.3	Probable G-protein coupled receptor AH9.1	AH9.1	181810	CELE_AH9.1	1236	411	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2255848	2258101	-					crn-4	180536	CELE_AH9.2	2254		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2255848	2258101	-	NM_076014.5		NP_508415.1	Cell death-related nuclease 4	crn-4	180536	CELE_AH9.2	1166	1166	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2256090	2258074	-	NP_508415.1		NM_076014.5	Cell death-related nuclease 4	crn-4	180536	CELE_AH9.2	897	298	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2259150	2261103	-					AH9.3	180537	CELE_AH9.3	1954		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2259150	2261103	-	NM_076015.7		NP_508416.2	Uncharacterized protein	AH9.3	180537	CELE_AH9.3	1217	1217	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2259341	2260521	-	NP_508416.2		NM_076015.7	Uncharacterized protein	AH9.3	180537	CELE_AH9.3	765	254	
gene	miRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2262373	2262470	-					mir-248	3565235	CELE_AH9.5	98		
precursor_RNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2262373	2262470	-	NR_002411.2			pre-microRNA mir-248	mir-248	3565235	CELE_AH9.5	98	98	
ncRNA	miRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2262388	2262411	-				microRNA mir-248,b	mir-248	3565235	CELE_AH9.5	24		
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2263166	2268138	-					AH9.6	4363123	CELE_AH9.6	4973		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2263166	2268138	-	NM_001373240.3		NP_001359779.1	Uncharacterized protein	AH9.6	4363123	CELE_AH9.6	1177	1177	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2263374	2268045	-	NP_001359779.1		NM_001373240.3	Uncharacterized protein	AH9.6	4363123	CELE_AH9.6	876	291	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2270989	2274337	-					AH9.4	181811	CELE_AH9.4	3349		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2270989	2274337	-	NM_076016.8		NP_508417.2	Probable G-protein coupled receptor AH9.4	AH9.4	181811	CELE_AH9.4	1400	1400	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2271243	2274286	-	NP_508417.2		NM_076016.8	Probable G-protein coupled receptor AH9.4	AH9.4	181811	CELE_AH9.4	1095	364	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2283998	2287197	-					sav-1	188402	CELE_T10H10.3	3200		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2283998	2287197	-	NM_076017.7		NP_508418.3	SAlVador (cell proliferation regulator) homolog	sav-1	188402	CELE_T10H10.3	1334	1334	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2284153	2287188	-	NP_508418.3		NM_076017.7	SAlVador (cell proliferation regulator) homolog	sav-1	188402	CELE_T10H10.3	1170	389	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2291349	2291487	-					T10H10.4	13219534	CELE_T10H10.4	139		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2291349	2291487	-	NR_070472.1			Unclassified non-coding RNA T10H10.4	T10H10.4	13219534	CELE_T10H10.4	139	139	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2292297	2292434	-					T10H10.6	13219535	CELE_T10H10.6	138		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2292297	2292434	-	NR_070473.1			Unclassified non-coding RNA T10H10.6	T10H10.6	13219535	CELE_T10H10.6	138	138	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2294330	2294446	-					T10H10.7	13219536	CELE_T10H10.7	117		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2294330	2294446	-	NR_070474.1			Unclassified non-coding RNA T10H10.7	T10H10.7	13219536	CELE_T10H10.7	117	117	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2294750	2298193	+					T10H10.2	180538	CELE_T10H10.2	3444		partial
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2294750	2298193	+	NM_076018.4		NP_508419.1	Sulfhydryl oxidase	T10H10.2	180538	CELE_T10H10.2	1951	1951	partial
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2294750	2297967	+	NP_508419.1		NM_076018.4	Sulfhydryl oxidase	T10H10.2	180538	CELE_T10H10.2	1725	574	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2301865	2302002	-					T10H10.5	13219538	CELE_T10H10.5	138		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2301865	2302002	-	NR_070475.1			Unclassified non-coding RNA T10H10.5	T10H10.5	13219538	CELE_T10H10.5	138	138	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2303078	2314914	+					hum-6	180539	CELE_T10H10.1	11837		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2303078	2314914	+	NM_076019.5		NP_508420.1	Unconventional myosin heavy chain 6	hum-6	180539	CELE_T10H10.1	6602	6602	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2303121	2314652	+	NP_508420.1		NM_076019.5	Unconventional myosin heavy chain 6	hum-6	180539	CELE_T10H10.1	6297	2098	
gene	protein_coding	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2314894	2319338	-					aakg-4	187928	CELE_T01B6.3	4445		
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2314894	2316309	-	NM_171633.7		NP_741726.2	AMP-Activated protein Kinase Gamma subunit	aakg-4	187928	CELE_T01B6.3	1366	1366	
mRNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2314896	2319338	-	NM_171632.4		NP_741725.2	AMP-Activated protein Kinase Gamma subunit	aakg-4	187928	CELE_T01B6.3	1868	1868	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2315361	2319333	-	NP_741725.2		NM_171632.4	AMP-Activated protein Kinase Gamma subunit	aakg-4	187928	CELE_T01B6.3	1398	465	
CDS	with_protein	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2315361	2315854	-	NP_741726.2		NM_171633.7	AMP-Activated protein Kinase Gamma subunit	aakg-4	187928	CELE_T01B6.3	444	147	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2316352	2316538	+					T01B6.8	13219541	CELE_T01B6.8	187		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2316352	2316538	+	NR_070476.1			Unclassified non-coding RNA T01B6.8	T01B6.8	13219541	CELE_T01B6.8	187	187	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2316362	2316502	-					T01B6.9	13219542	CELE_T01B6.9	141		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2316362	2316502	-	NR_070477.1			Unclassified non-coding RNA T01B6.9	T01B6.9	13219542	CELE_T01B6.9	141	141	
gene	lncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2326744	2329092	+					linc-154	24104829	CELE_T01B6.11	2349		
ncRNA	lncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2326744	2329092	+	NR_102166.1			long non-coding RNA linc-154	linc-154	24104829	CELE_T01B6.11	2349	2349	
gene	miRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2328994	2329124	+					mir-8196.1	24104830	CELE_T01B6.12	131		
prim_transcript		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2328994	2329124	+					mir-8196.1	24104830	CELE_T01B6.12	131		
precursor_RNA		GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2329038	2329103	+	NR_102167.2			pre-microRNA mir-8196.1	mir-8196.1	24104830	CELE_T01B6.12	66	66	
ncRNA	miRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2329038	2329061	+				microRNA mir-8196.1,a	mir-8196.1	24104830	CELE_T01B6.12	24		
ncRNA	miRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2329081	2329103	+				microRNA mir-8196.1,b	mir-8196.1	24104830	CELE_T01B6.12	23		
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2330725	2330860	-					T01B6.5	13219543	CELE_T01B6.5	136		
ncRNA	other	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2330725	2330860	-	NR_070478.1			Unclassified non-coding RNA T01B6.5	T01B6.5	13219543	CELE_T01B6.5	136	136	
gene	ncRNA	GCF_000002985.6	Primary Assembly	chromosome	X	NC_003284.9	2331738	2331817	+					T01B6.6	13219544	CELE_T01B6.6	80		
