# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	356790	360089	+							THEMA_01890	3300		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	356790	360089	+	AHD17687.1			carbamoyl phosphate synthase large subunit			THEMA_01890	3300	1099	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	360108	361172	-							THEMA_01895	1065		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	360108	361172	-	AHD17688.1			3-isopropylmalate dehydrogenase			THEMA_01895	1065	354	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	361176	361676	-							THEMA_01900	501		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	361176	361676	-	AHD17689.1			3-isopropylmalate dehydratase small subunit			THEMA_01900	501	166	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	361681	362934	-							THEMA_01905	1254		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	361681	362934	-	AHD17690.1			3-isopropylmalate dehydratase large subunit			THEMA_01905	1254	417	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	362936	364477	-							THEMA_01910	1542		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	362936	364477	-	AHD17691.1			2-isopropylmalate synthase			THEMA_01910	1542	513	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	364464	366080	-							THEMA_01915	1617		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	364464	366080	-	AHD17692.1			alpha-isopropylmalate/homocitrate synthase family transferase			THEMA_01915	1617	538	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	366093	367757	-							THEMA_01920	1665		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	366093	367757	-	AHD17693.1			dihydroxy-acid dehydratase			THEMA_01920	1665	554	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	367747	368757	-							THEMA_01925	1011		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	367747	368757	-	AHD17694.1			ketol-acid reductoisomerase			THEMA_01925	1011	336	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	368757	369272	-							THEMA_01930	516		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	368757	369272	-	AHD17695.1			acetolactate synthase			THEMA_01930	516	171	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	369269	371023	-							THEMA_01935	1755		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	369269	371023	-	AHD17696.1			acetolactate synthase			THEMA_01935	1755	584	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	371243	373405	+							THEMA_01940	2163		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	371243	373405	+	AHD17697.1			aspartokinase			THEMA_01940	2163	720	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	373405	374451	+							THEMA_01945	1047		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	373405	374451	+	AHD17698.1			threonine synthase			THEMA_01945	1047	348	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	374448	375293	+							THEMA_01950	846		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	374448	375293	+	AHD17699.1			homoserine kinase			THEMA_01950	846	281	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	375305	376039	+							THEMA_01955	735		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	375305	376039	+	AHD17700.1			multidrug ABC transporter ATP-binding protein			THEMA_01955	735	244	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	376021	377259	+							THEMA_01960	1239		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	376021	377259	+	AHD17701.1			ABC transporter			THEMA_01960	1239	412	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	377251	378381	-							THEMA_01965	1131		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	377251	378381	-	AHD17702.1			malate dehydrogenase			THEMA_01965	1131	376	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	378387	378881	-							THEMA_01970	495		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	378387	378881	-	AHD17703.1			fumarate hydratase			THEMA_01970	495	164	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	378871	379689	-							THEMA_01975	819		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	378871	379689	-	AHD17704.1			fumarate hydratase			THEMA_01975	819	272	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	379735	381003	+							THEMA_01980	1269		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	379735	381003	+	AHD17705.1			tryptophan synthase subunit beta			THEMA_01980	1269	422	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	381017	381871	+							THEMA_01985	855		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	381017	381871	+	AHD17706.1			cobalt transporter			THEMA_01985	855	284	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	381868	384144	-							THEMA_01990	2277		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	381868	384144	-	AHD17707.1			hypothetical protein			THEMA_01990	2277	758	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	384141	384725	-							THEMA_01995	585		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	384141	384725	-	AHD17708.1			hypothetical protein			THEMA_01995	585	194	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	384909	385526	-							THEMA_02000	618		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	384909	385526	-	AHD17709.1			hypothetical protein			THEMA_02000	618	205	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	385533	386114	-							THEMA_02005	582		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	385533	386114	-	AHD17710.1			RNA polymerase sigma70 factor			THEMA_02005	582	193	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	386116	387666	-							THEMA_02010	1551		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	386116	387666	-	AHD17711.1			peptide ABC transporter permease			THEMA_02010	1551	516	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	387680	388645	-							THEMA_02015	966		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	387680	388645	-	AHD17712.1			ABC transporter substrate-binding protein			THEMA_02015	966	321	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	388704	390443	-							THEMA_02020	1740		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	388704	390443	-	AHD17713.1			peptide ABC transporter substrate-binding protein			THEMA_02020	1740	579	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	390459	391628	-							THEMA_02025	1170		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	390459	391628	-	AHD17714.1			peptide ABC transporter ATP-binding protein			THEMA_02025	1170	389	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	391645	391857	-							THEMA_02030	213		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	391645	391857	-	AHD17715.1			copper resistance protein CopZ			THEMA_02030	213	70	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	391854	392795	-							THEMA_02035	942		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	391854	392795	-	AHD17716.1			methionyl-tRNA formyltransferase			THEMA_02035	942	313	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	392792	394054	-							THEMA_02040	1263		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	392792	394054	-	AHD17717.1			GTP-binding protein			THEMA_02040	1263	420	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	394026	394298	-							THEMA_02045	273		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	394026	394298	-	AHD17718.1			RNA-binding protein Hfq			THEMA_02045	273	90	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	394335	395252	-							THEMA_02050	918		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	394335	395252	-	AHD17719.1			tRNA delta(2)-isopentenylpyrophosphate transferase			THEMA_02050	918	305	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	395249	396013	-							THEMA_02055	765		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	395249	396013	-	AHD17720.1			O-methyltransferase			THEMA_02055	765	254	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	396223	396852	-							THEMA_02060	630		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	396223	396852	-	AHD17721.1			hypothetical protein			THEMA_02060	630	209	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	396863	398254	-							THEMA_02065	1392		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	396863	398254	-	AHD17722.1			ATP-dependent protease			THEMA_02065	1392	463	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	398266	398796	-							THEMA_02070	531		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	398266	398796	-	AHD17723.1			peptidase			THEMA_02070	531	176	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	398878	399954	+							THEMA_02075	1077		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	398878	399954	+	AHD17724.1			thiouridylase			THEMA_02075	1077	358	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	399951	400880	+							THEMA_02080	930		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	399951	400880	+	AHD17725.1			histidine kinase			THEMA_02080	930	309	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	400890	401084	-							THEMA_02085	195		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	400890	401084	-	AHD17726.1			hypothetical protein			THEMA_02085	195	64	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	401081	401695	-							THEMA_02090	615		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	401081	401695	-	AHD17727.1			hypothetical protein			THEMA_02090	615	204	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	401692	402609	-							THEMA_02095	918		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	401692	402609	-	AHD17728.1			peptidase C11			THEMA_02095	918	305	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	402728	403639	-							THEMA_02100	912		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	402728	403639	-	AHD17729.1			radical SAM protein			THEMA_02100	912	303	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	403711	405444	+							THEMA_02105	1734		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	403711	405444	+	AHD17730.1			prolyl-tRNA synthetase			THEMA_02105	1734	577	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	405441	406946	+							THEMA_02110	1506		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	405441	406946	+	AHD17731.1			magnesium chelatase			THEMA_02110	1506	501	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	406943	407377	-							THEMA_02115	435		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	406943	407377	-	AHD17732.1			flagellar export protein FliJ			THEMA_02115	435	144	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	407487	408065	+							THEMA_02120	579		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	407487	408065	+	AHD17733.1			DNA polymerase			THEMA_02120	579	192	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	408070	408588	+							THEMA_02125	519		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	408070	408588	+	AHD17734.1			Fur family transcriptional regulator			THEMA_02125	519	172	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	408585	409514	+							THEMA_02130	930		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	408585	409514	+	AHD17735.1			UDP-glucose 4-epimerase			THEMA_02130	930	309	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	409486	411285	+							THEMA_02135	1800		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	409486	411285	+	AHD17736.1			hypothetical protein			THEMA_02135	1800	599	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	411275	411472	-							THEMA_02140	198		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	411275	411472	-	AHD17737.1			hypothetical protein			THEMA_02140	198	65	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	411472	413088	-					groEL		THEMA_02145	1617		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	411472	413088	-	AHD17738.1			molecular chaperone GroEL	groEL		THEMA_02145	1617	538	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	413103	413378	-					groES		THEMA_02150	276		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	413103	413378	-	AHD17739.1			molecular chaperone GroES	groES		THEMA_02150	276	91	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	414055	415092	+							THEMA_02155	1038		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	414055	415092	+	AHD17740.1			peptide ABC transporter permease			THEMA_02155	1038	345	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	415106	416047	+							THEMA_02160	942		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	415106	416047	+	AHD17741.1			peptide ABC transporter permease			THEMA_02160	942	313	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	416060	417064	+					dppD		THEMA_02165	1005		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	416060	417064	+	AHD17742.1			peptide ABC transporter ATP-binding protein	dppD		THEMA_02165	1005	334	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	417068	418222	+							THEMA_02170	1155		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	417068	418222	+	AHD17743.1			peptide ABC transporter ATP-binding protein			THEMA_02170	1155	384	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	418219	418707	+							THEMA_02175	489		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	418219	418707	+	AHD17744.1			hypothetical protein			THEMA_02175	489	162	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	418720	419712	+							THEMA_02180	993		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	418720	419712	+	AHD17745.1			ABC transporter ATP-binding protein			THEMA_02180	993	330	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	419696	420550	+							THEMA_02185	855		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	419696	420550	+	AHD17746.1			membrane protein			THEMA_02185	855	284	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	420563	421123	+							THEMA_02190	561		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	420563	421123	+	AHD17747.1			DNA polymerase III subunit epsilon			THEMA_02190	561	186	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	421128	422384	+							THEMA_02195	1257		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	421128	422384	+	AHD17748.1			PhoH family protein			THEMA_02195	1257	418	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	422349	422852	-							THEMA_02200	504		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	422349	422852	-	AHD17749.1			segregation and condensation protein B			THEMA_02200	504	167	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	422830	423519	-							THEMA_02205	690		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	422830	423519	-	AHD17750.1			chromosome segregation protein ScpA			THEMA_02205	690	229	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	423529	424515	-							THEMA_02210	987		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	423529	424515	-	AHD17751.1			tryptophanyl-tRNA synthase			THEMA_02210	987	328	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	424573	425187	+							THEMA_02215	615		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	424573	425187	+	AHD17752.1			hypothetical protein			THEMA_02215	615	204	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	425159	425893	+							THEMA_02220	735		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	425159	425893	+	AHD17753.1			NAD-dependent deacetylase			THEMA_02220	735	244	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	425921	426409	+							THEMA_02225	489		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	425921	426409	+	AHD17754.1			hypothetical protein			THEMA_02225	489	162	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	426390	427238	-							THEMA_02230	849		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	426390	427238	-	AHD17755.1			modification methylase HemK			THEMA_02230	849	282	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	427187	427495	-							THEMA_02235	309		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	427187	427495	-	AHD17756.1			aromatic ring hydroxylating enzyme			THEMA_02235	309	102	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	427568	427852	+							THEMA_02240	285		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	427568	427852	+	AHD17757.1			hypothetical protein			THEMA_02240	285	94	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	427824	428576	+							THEMA_02245	753		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	427824	428576	+	AHD17758.1			ABC transporter permease			THEMA_02245	753	250	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	428573	429523	+							THEMA_02250	951		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	428573	429523	+	AHD17759.1			nitrate ABC transporter substrate-binding protein			THEMA_02250	951	316	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	429520	430227	+							THEMA_02255	708		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	429520	430227	+	AHD17760.1			nitrate ABC transporter ATP-binding protein			THEMA_02255	708	235	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	430211	434458	-							THEMA_02260	4248		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	430211	434458	-	AHD17761.1			2-hydroxyglutaryl-CoA dehydratase			THEMA_02260	4248	1415	
gene	tRNA	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434558	434633	+							THEMA_02265	76		
tRNA		GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434558	434633	+				tRNA-Lys			THEMA_02265	76		anticodon=TTT
gene	tRNA	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434639	434725	+							THEMA_02270	87		
tRNA		GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434639	434725	+				tRNA-Leu			THEMA_02270	87		anticodon=TAG
gene	tRNA	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434737	434811	+							THEMA_02275	75		
tRNA		GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434737	434811	+				tRNA-Gly			THEMA_02275	75		anticodon=GCC
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434875	436023	+							THEMA_02280	1149		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	434875	436023	+	AHD17762.1			hypothetical protein			THEMA_02280	1149	382	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	436020	438770	+					uvrA		THEMA_02285	2751		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	436020	438770	+	AHD17763.1			excinuclease ABC subunit A	uvrA		THEMA_02285	2751	916	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	438790	439020	+							THEMA_02290	231		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	438790	439020	+	AHD17764.1			preprotein translocase subunit SecG			THEMA_02290	231	76	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	439025	440230	+							THEMA_02295	1206		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	439025	440230	+	AHD17765.1			tyrosyl-tRNA synthetase			THEMA_02295	1206	401	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	440313	441515	+							THEMA_02300	1203		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	440313	441515	+	AHD17766.1			membrane protein			THEMA_02300	1203	400	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	441550	442803	+							THEMA_02305	1254		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	441550	442803	+	AHD17767.1			hypothetical protein			THEMA_02305	1254	417	
gene	tRNA	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	442871	442959	+							THEMA_02310	89		
tRNA		GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	442871	442959	+				tRNA-Ser			THEMA_02310	89		anticodon=TGA
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	442997	443521	+							THEMA_02315	525		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	442997	443521	+	AHD17768.1			cysteine hydrolase			THEMA_02315	525	174	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	443532	444827	+							THEMA_02320	1296		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	443532	444827	+	AHD17769.1			nicotinate phosphoribosyltransferase			THEMA_02320	1296	431	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	444847	445722	+							THEMA_02325	876		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	444847	445722	+	AHD17770.1			pyridoxal biosynthesis protein			THEMA_02325	876	291	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	445726	446292	+							THEMA_02330	567		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	445726	446292	+	AHD17771.1			glutamine amidotransferase			THEMA_02330	567	188	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	446289	446918	+							THEMA_02335	630		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	446289	446918	+	AHD17772.1			diguanylate cyclase			THEMA_02335	630	209	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	447001	447948	+							THEMA_02340	948		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	447001	447948	+	AHD17773.1			hypothetical protein			THEMA_02340	948	315	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	447945	448538	+							THEMA_02345	594		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	447945	448538	+	AHD17774.1			hypothetical protein			THEMA_02345	594	197	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	448531	448899	+							THEMA_02350	369		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	448531	448899	+	AHD17775.1			response regulator			THEMA_02350	369	122	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	448892	450229	+							THEMA_02355	1338		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	448892	450229	+	AHD17776.1			regulatory protein			THEMA_02355	1338	445	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	450229	450990	+							THEMA_02360	762		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	450229	450990	+	AHD17777.1			transcriptional regulator			THEMA_02360	762	253	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	450999	451715	+							THEMA_02365	717		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	450999	451715	+	AHD17778.1			hypothetical protein			THEMA_02365	717	238	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	451657	452505	+							THEMA_02370	849		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	451657	452505	+	AHD17779.1			chemotaxis protein CheR			THEMA_02370	849	282	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	452506	453066	+							THEMA_02375	561		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	452506	453066	+	AHD19164.1			peptidase A8			THEMA_02375	561	186	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	452924	453859	+							THEMA_02380	936		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	452924	453859	+	AHD17780.1			pseudouridine synthase			THEMA_02380	936	311	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	453856	456384	+							THEMA_02385	2529		
CDS	with_protein	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	453856	456384	+	AHD17781.1			DNA polymerase III subunit alpha			THEMA_02385	2529	842	
gene	protein_coding	GCA_000230655.3	Primary Assembly	chromosome		CP007013.1	456449	458293	+							THEMA_02390	1845		
